target,series,experiment,checkpoint,epoch,step,size_mib,evaluation_status,path
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_099_step_54742,99,54742,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_099_step_54742.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_104_step_57474,104,57474,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_104_step_57474.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_109_step_60191,109,60191,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_109_step_60191.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_114_step_62943,114,62943,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_114_step_62943.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_119_step_65692,119,65692,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_119_step_65692.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_124_step_68411,124,68411,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_124_step_68411.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_129_step_71138,129,71138,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_129_step_71138.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_134_step_73874,134,73874,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_134_step_73874.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_139_step_76613,139,76613,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_139_step_76613.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_144_step_79336,144,79336,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_144_step_79336.pth
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_149_step_82067,149,82067,829.2,passed,experiments/reid/ltcc/results_swin_plain/train/model_epoch_149_step_82067.pth
LTCC,ltcc_swin_resume_failed,LTCC Swin resume failed,model_epoch_000_step_00000,0,0,497.4,missing,experiments/reid/ltcc+syntetic/results_0.1.4_syntetic/train/model_epoch_000_step_00000.pth
LTCC,ltcc_resnet_resume_failed,LTCC ResNet resume failed,model_epoch_000_step_00000,0,0,138.0,missing,experiments/reid/ltcc+syntetic/results_0.1.4_syntetic_resnet/train/model_epoch_000_step_00000.pth
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_004_step_00185,4,185,229.8,passed,experiments/reid/ltcc+syntetic/results_0.1.4_syntetic_resnet_transfer/train/model_epoch_004_step_00185.pth
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_009_step_00370,9,370,229.8,passed,experiments/reid/ltcc+syntetic/results_0.1.4_syntetic_resnet_transfer/train/model_epoch_009_step_00370.pth
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_014_step_00555,14,555,229.8,passed,experiments/reid/ltcc+syntetic/results_0.1.4_syntetic_resnet_transfer/train/model_epoch_014_step_00555.pth
LTCC,ltcc_resnet_synthetic_transfer,LTCC synthetic transfer ResNet,model_epoch_019_step_00740,19,740,229.8,passed,experiments/reid/ltcc+syntetic/results_0.1.4_syntetic_resnet_transfer/train/model_epoch_019_step_00740.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_000_step_00372,0,372,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_000_step_00372.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_004_step_03806,4,3806,829.3,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_004_step_03806.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_009_step_07623,9,7623,829.3,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_009_step_07623.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_014_step_11343,14,11343,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_014_step_11343.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_019_step_15053,19,15053,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_019_step_15053.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_024_step_18820,24,18820,829.3,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_024_step_18820.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_029_step_22557,29,22557,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_029_step_22557.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_034_step_26336,34,26336,829.3,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_034_step_26336.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_039_step_30103,39,30103,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_039_step_30103.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_044_step_33848,44,33848,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_044_step_33848.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_049_step_37558,49,37558,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_049_step_37558.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_054_step_41297,54,41297,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_054_step_41297.pth
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_059_step_45062,59,45062,829.2,passed,experiments/reid/ltcc+syntetic/results_swin_combined/train/model_epoch_059_step_45062.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_004_step_02319,4,2319,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_004_step_02319.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_009_step_04640,9,4640,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_009_step_04640.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_014_step_06957,14,6957,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_014_step_06957.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_019_step_09273,19,9273,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_019_step_09273.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_024_step_11586,24,11586,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_024_step_11586.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_029_step_13913,29,13913,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_029_step_13913.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_034_step_16224,34,16224,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_034_step_16224.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_039_step_18560,39,18560,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_039_step_18560.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_044_step_20872,44,20872,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_044_step_20872.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_049_step_23182,49,23182,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_049_step_23182.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_054_step_25510,54,25510,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_054_step_25510.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_059_step_27831,59,27831,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_059_step_27831.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_064_step_30149,64,30149,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_064_step_30149.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_069_step_32460,69,32460,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_069_step_32460.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_074_step_34775,74,34775,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_074_step_34775.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_079_step_37090,79,37090,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_079_step_37090.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_084_step_39405,84,39405,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_084_step_39405.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_089_step_41729,89,41729,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_089_step_41729.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_094_step_44044,94,44044,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_094_step_44044.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_099_step_46361,99,46361,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_099_step_46361.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_104_step_48676,104,48676,829.5,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_104_step_48676.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_109_step_50996,109,50996,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_109_step_50996.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_114_step_53313,114,53313,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_114_step_53313.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_119_step_55633,119,55633,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_119_step_55633.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_124_step_57949,124,57949,829.5,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_124_step_57949.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_129_step_60271,129,60271,829.5,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_129_step_60271.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_134_step_62591,134,62591,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_134_step_62591.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_139_step_64896,139,64896,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_139_step_64896.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_144_step_67216,144,67216,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_144_step_67216.pth
LTCC,ltcc_filtered_synthetic_3_variants,LTCC + filtered synthetic Swin,model_epoch_149_step_69529,149,69529,829.6,passed,experiments/reid/ltcc_syntetic_filtered_seq/results/ltcc_filtered_syntetic/train/model_epoch_149_step_69529.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_004_step_09879,4,9879,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_004_step_09879.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_009_step_19730,9,19730,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_009_step_19730.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_014_step_29612,14,29612,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_014_step_29612.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_019_step_39478,19,39478,829.6,failed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_019_step_39478.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_024_step_49336,24,49336,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_024_step_49336.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_029_step_59207,29,59207,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_029_step_59207.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_034_step_69098,34,69098,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_034_step_69098.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_039_step_78942,39,78942,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_039_step_78942.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_044_step_88790,44,88790,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_044_step_88790.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_049_step_98636,49,98636,829.5,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_049_step_98636.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_054_step_108508,54,108508,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_054_step_108508.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_059_step_118324,59,118324,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_059_step_118324.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_064_step_128213,64,128213,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_064_step_128213.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_069_step_138039,69,138039,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_069_step_138039.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_074_step_147920,74,147920,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_074_step_147920.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_079_step_157768,79,157768,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_079_step_157768.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_084_step_167599,84,167599,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_084_step_167599.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_089_step_177469,89,177469,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_089_step_177469.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_094_step_187354,94,187354,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_094_step_187354.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_099_step_197194,99,197194,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_099_step_197194.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_104_step_207090,104,207090,829.5,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_104_step_207090.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_109_step_216983,109,216983,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_109_step_216983.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_114_step_226838,114,226838,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_114_step_226838.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_119_step_236720,119,236720,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_119_step_236720.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_124_step_246598,124,246598,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_124_step_246598.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_129_step_256450,129,256450,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_129_step_256450.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_134_step_266302,134,266302,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_134_step_266302.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_139_step_276159,139,276159,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_139_step_276159.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_144_step_286037,144,286037,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_144_step_286037.pth
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_149_step_295897,149,295897,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10/train/model_epoch_149_step_295897.pth
LTCC,ltcc_sweep_smoke,LTCC percentage sweep smoke,model_epoch_001_step_02621,1,2621,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_10_smoke_20260522_1845/train/model_epoch_001_step_02621.pth
LTCC,ltcc_syntetic_25,LTCC + 25% synthetic Swin,model_epoch_004_step_20234,4,20234,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_25/train/model_epoch_004_step_20234.pth
LTCC,ltcc_syntetic_25,LTCC + 25% synthetic Swin,model_epoch_009_step_40440,9,40440,829.5,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_25/train/model_epoch_009_step_40440.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_004_step_37518,4,37518,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_004_step_37518.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_009_step_74889,9,74889,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_009_step_74889.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_014_step_112349,14,112349,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_014_step_112349.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_019_step_149773,19,149773,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_019_step_149773.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_024_step_187175,24,187175,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_024_step_187175.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_029_step_224523,29,224523,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_029_step_224523.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_034_step_262083,34,262083,829.5,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_034_step_262083.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_039_step_299555,39,299555,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_039_step_299555.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_044_step_336978,44,336978,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_044_step_336978.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_049_step_374323,49,374323,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_049_step_374323.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_054_step_411865,54,411865,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_054_step_411865.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_059_step_449245,59,449245,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_059_step_449245.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_064_step_486751,64,486751,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_064_step_486751.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_069_step_524265,69,524265,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_069_step_524265.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_074_step_561684,74,561684,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_074_step_561684.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_079_step_599146,79,599146,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_079_step_599146.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_084_step_636649,84,636649,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_084_step_636649.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_089_step_673942,89,673942,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_089_step_673942.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_094_step_711395,94,711395,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_094_step_711395.pth
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_099_step_748797,99,748797,829.6,passed,experiments/reid/ltcc_syntetic_sweep/results/ltcc_syntetic_50/train/model_epoch_099_step_748797.pth
LTCC,syntetic_only_100,Synthetic-only Swin evaluated on LTCC,model_epoch_004_step_22005,4,22005,828.8,passed,experiments/reid/ltcc_syntetic_sweep/results/syntetic_only_100_bs48_gpu0_detached/train/model_epoch_004_step_22005.pth
LTCC,syntetic_only_100,Synthetic-only Swin evaluated on LTCC,model_epoch_009_step_44054,9,44054,828.8,passed,experiments/reid/ltcc_syntetic_sweep/results/syntetic_only_100_bs48_gpu0_detached/train/model_epoch_009_step_44054.pth
LTCC,syntetic_only_100,Synthetic-only Swin evaluated on LTCC,model_epoch_014_step_66096,14,66096,828.8,passed,experiments/reid/ltcc_syntetic_sweep/results/syntetic_only_100_bs48_gpu0_detached/train/model_epoch_014_step_66096.pth
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_009_step_14179,9,14179,230.1,passed,experiments/reid/prcc/results_0.0.1/train/model_epoch_009_step_14179.pth
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_019_step_28379,19,28379,230.1,passed,experiments/reid/prcc/results_0.0.1/train/model_epoch_019_step_28379.pth
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_029_step_42546,29,42546,230.1,passed,experiments/reid/prcc/results_0.0.1/train/model_epoch_029_step_42546.pth
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_039_step_56739,39,56739,230.1,passed,experiments/reid/prcc/results_0.0.1/train/model_epoch_039_step_56739.pth
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_049_step_70907,49,70907,230.1,passed,experiments/reid/prcc/results_0.0.1/train/model_epoch_049_step_70907.pth
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_059_step_85107,59,85107,230.1,passed,experiments/reid/prcc/results_0.0.1/train/model_epoch_059_step_85107.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_009_step_05879,9,5879,830.3,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_009_step_05879.pth
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_019_step_11750,19,11750,830.2,passed,experiments/reid/prcc_syntetic_filtered_seq/results/prcc_filtered_syntetic_swin/train/model_epoch_019_step_11750.pth
